treatment,claim_age,ID,text_full,thought,thought_count,thought_clean,age,female,coliving,kids,income,education,numeracy,savings,smoker,politics,benefit_eligible,perc_health,life_expectancy,ethnicity
0.0,62.0,1079488956.0,able to stop working and enjoy life instead of going to a stressful job each day more leisurely way of living spend more time with family can spend time of things you keep putting off higher monthly income                     ,more leisurely way of living,5,way live,49.0,1.0,1.0,0.0,,12.0,3.0,,1.0,Independ,1.0,4.0,3.0,white
0.0,62.0,1079488956.0,able to stop working and enjoy life instead of going to a stressful job each day more leisurely way of living spend more time with family can spend time of things you keep putting off higher monthly income                     ,spend more time with family,5,spend time famili,49.0,1.0,1.0,0.0,,12.0,3.0,,1.0,Independ,1.0,4.0,3.0,white
0.0,62.0,1079488956.0,able to stop working and enjoy life instead of going to a stressful job each day more leisurely way of living spend more time with family can spend time of things you keep putting off higher monthly income                     ,can spend time of things you keep putting off,5,spend time thing keep put off,49.0,1.0,1.0,0.0,,12.0,3.0,,1.0,Independ,1.0,4.0,3.0,white
0.0,62.0,1079488956.0,able to stop working and enjoy life instead of going to a stressful job each day more leisurely way of living spend more time with family can spend time of things you keep putting off higher monthly income                     ,higher monthly income,5,higher month incom,49.0,1.0,1.0,0.0,,12.0,3.0,,1.0,Independ,1.0,4.0,3.0,white
1.0,70.0,1079493841.0,You would receive more benefits to keep up with todays high cost of living You would have more money for health care costs If you are in bad health Jobs are hard to find and hard to come by at that age. If you can afford to live on the reduced retirement retiring early - no bills                     ,You would receive more benefits to keep up with todays high cost of living,5,receiv benefit keep today high cost live,52.0,1.0,0.0,4.0,,12.0,0.0,10000,1.0,Independ,0.0,4.0,7.0,white
1.0,70.0,1079493841.0,You would receive more benefits to keep up with todays high cost of living You would have more money for health care costs If you are in bad health Jobs are hard to find and hard to come by at that age. If you can afford to live on the reduced retirement retiring early - no bills                     ,You would have more money for health care costs,5,money health care cost,52.0,1.0,0.0,4.0,,12.0,0.0,10000,1.0,Independ,0.0,4.0,7.0,white
1.0,70.0,1079493841.0,You would receive more benefits to keep up with todays high cost of living You would have more money for health care costs If you are in bad health Jobs are hard to find and hard to come by at that age. If you can afford to live on the reduced retirement retiring early - no bills                     ,If you are in bad health,5,bad health,52.0,1.0,0.0,4.0,,12.0,0.0,10000,1.0,Independ,0.0,4.0,7.0,white
1.0,70.0,1079493841.0,You would receive more benefits to keep up with todays high cost of living You would have more money for health care costs If you are in bad health Jobs are hard to find and hard to come by at that age. If you can afford to live on the reduced retirement retiring early - no bills                     ,Jobs are hard to find and hard to come by at that age.,5,job hard find hard come age,52.0,1.0,0.0,4.0,,12.0,0.0,10000,1.0,Independ,0.0,4.0,7.0,white
1.0,70.0,1079493841.0,You would receive more benefits to keep up with todays high cost of living You would have more money for health care costs If you are in bad health Jobs are hard to find and hard to come by at that age. If you can afford to live on the reduced retirement retiring early - no bills                     ,If you can afford to live on the reduced retirement retiring early - no bills,5,afford live reduc retir retir earli no bill,52.0,1.0,0.0,4.0,,12.0,0.0,10000,1.0,Independ,0.0,4.0,7.0,white
1.0,70.0,1079503405.0,I want to wait until 70 so that I can receive full benefits. If I receive benefits too early I won't receive all that I am entitled to. It would be good to receive full benefits that I can get If I wait until I am 70 I can receive my full benefits.                      ,I want to wait until 70 so that I can receive full benefits.,4,want wait 70 receiv full benefit,46.0,1.0,1.0,1.0,75000,12.0,1.0,10000,1.0,Democrat,0.0,3.0,1.0,white
1.0,70.0,1079503405.0,I want to wait until 70 so that I can receive full benefits. If I receive benefits too early I won't receive all that I am entitled to. It would be good to receive full benefits that I can get If I wait until I am 70 I can receive my full benefits.                      ,If I receive benefits too early I won't receive all that I am entitled to.,4,receiv benefit earli not receiv entitl,46.0,1.0,1.0,1.0,75000,12.0,1.0,10000,1.0,Democrat,0.0,3.0,1.0,white
1.0,70.0,1079503405.0,I want to wait until 70 so that I can receive full benefits. If I receive benefits too early I won't receive all that I am entitled to. It would be good to receive full benefits that I can get If I wait until I am 70 I can receive my full benefits.                      ,It would be good to receive full benefits that I can get,4,good receiv full benefit get,46.0,1.0,1.0,1.0,75000,12.0,1.0,10000,1.0,Democrat,0.0,3.0,1.0,white
1.0,70.0,1079503405.0,I want to wait until 70 so that I can receive full benefits. If I receive benefits too early I won't receive all that I am entitled to. It would be good to receive full benefits that I can get If I wait until I am 70 I can receive my full benefits.                      ,If I wait until I am 70 I can receive my full benefits.,4,wait 70 receiv full benefit,46.0,1.0,1.0,1.0,75000,12.0,1.0,10000,1.0,Democrat,0.0,3.0,1.0,white
1.0,65.0,1079514451.0,more money get money sooner you don't know how long you'll live. Medicare                      ,more money,4,money,66.0,0.0,1.0,3.0,75000,14.0,5.0,,0.0,Democrat,1.0,2.0,5.0,white
1.0,65.0,1079514451.0,more money get money sooner you don't know how long you'll live. Medicare                      ,get money sooner,4,get money sooner,66.0,0.0,1.0,3.0,75000,14.0,5.0,,0.0,Democrat,1.0,2.0,5.0,white
1.0,65.0,1079514451.0,more money get money sooner you don't know how long you'll live. Medicare                      ,you don't know how long you'll live.,4,not know long live,66.0,0.0,1.0,3.0,75000,14.0,5.0,,0.0,Democrat,1.0,2.0,5.0,white
1.0,65.0,1079514451.0,more money get money sooner you don't know how long you'll live. Medicare                      ,Medicare,4,medicar,66.0,0.0,1.0,3.0,75000,14.0,5.0,,0.0,Democrat,1.0,2.0,5.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,need money now,8,need money,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,no other source of income but ss,8,no sourc incom ss,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,not employable or can't find job so income needed,8,not employ not find job incom need,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,ill and may not live long,8,ill may not live long,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,currently employed,8,current employ,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,healthy and active,8,healthi activ,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,have some source of income and can hold out until age 66,8,sourc incom age 66,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
0.0,62.0,1079534444.0,need money now no other source of income but ss not employable or can't find job so income needed ill and may not live long currently employed healthy and active have some source of income and can hold out until age 66 generous 401K or other savings that will support until age 66                  ,generous 401K or other savings that will support until age 66,8,401k save support age 66,62.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Independ,1.0,3.0,7.0,white
1.0,67.0,1080076747.0,you get more money to retirer sooner You don't  get your full benifit                       ,you get more money,3,get money,55.0,1.0,1.0,3.0,27500,12.0,1.0,,0.0,Republic,0.0,2.0,3.0,white
1.0,67.0,1080076747.0,you get more money to retirer sooner You don't  get your full benifit                       ,to retirer sooner,3,retir sooner,55.0,1.0,1.0,3.0,27500,12.0,1.0,,0.0,Republic,0.0,2.0,3.0,white
1.0,67.0,1080076747.0,you get more money to retirer sooner You don't  get your full benifit                       ,You don't  get your full benifit,3,not get full benifit,55.0,1.0,1.0,3.0,27500,12.0,1.0,,0.0,Republic,0.0,2.0,3.0,white
0.0,62.0,1080078886.0,"I can retire earlier if I get benefits because I can afford to retire.   I need that money to supplement my retirement from my employer. I might receive more money in the long run, depending upon how long I live.                       ",I can retire earlier if I get benefits because I can afford to retire.  ,3,retir earlier get benefit afford retir,58.0,1.0,1.0,3.0,150000,14.0,4.0,,0.0,Republic,0.0,4.0,5.0,white
0.0,62.0,1080078886.0,"I can retire earlier if I get benefits because I can afford to retire.   I need that money to supplement my retirement from my employer. I might receive more money in the long run, depending upon how long I live.                       ",I need that money to supplement my retirement from my employer.,3,need money supplement retir employ,58.0,1.0,1.0,3.0,150000,14.0,4.0,,0.0,Republic,0.0,4.0,5.0,white
0.0,62.0,1080078886.0,"I can retire earlier if I get benefits because I can afford to retire.   I need that money to supplement my retirement from my employer. I might receive more money in the long run, depending upon how long I live.                       ","I might receive more money in the long run, depending upon how long I live.",3,might receiv money long run depend long live,58.0,1.0,1.0,3.0,150000,14.0,4.0,,0.0,Republic,0.0,4.0,5.0,white
0.0,70.0,1080095849.0,wouldn't cant still working worktil i die                      ,wouldn't,4,not,47.0,1.0,1.0,2.0,75000,16.0,3.0,10000,1.0,Independ,1.0,4.0,1.0,white
0.0,70.0,1080095849.0,wouldn't cant still working worktil i die                      ,cant,4,cant,47.0,1.0,1.0,2.0,75000,16.0,3.0,10000,1.0,Independ,1.0,4.0,1.0,white
0.0,70.0,1080095849.0,wouldn't cant still working worktil i die                      ,still working,4,still work,47.0,1.0,1.0,2.0,75000,16.0,3.0,10000,1.0,Independ,1.0,4.0,1.0,white
0.0,70.0,1080095849.0,wouldn't cant still working worktil i die                      ,worktil i die,4,die,47.0,1.0,1.0,2.0,75000,16.0,3.0,10000,1.0,Independ,1.0,4.0,1.0,white
1.0,63.0,1080429796.0,"My benefit would be larger each month. By taking benefits earlier, I would receive more in the long run. I need the money earlier.                       ",My benefit would be larger each month.,3,benefit larger month,66.0,0.0,0.0,4.0,42500,19.0,5.0,10000,0.0,Republic,1.0,2.0,5.0,white
1.0,63.0,1080429796.0,"My benefit would be larger each month. By taking benefits earlier, I would receive more in the long run. I need the money earlier.                       ","By taking benefits earlier, I would receive more in the long run.",3,take benefit earlier receiv long run,66.0,0.0,0.0,4.0,42500,19.0,5.0,10000,0.0,Republic,1.0,2.0,5.0,white
1.0,63.0,1080429796.0,"My benefit would be larger each month. By taking benefits earlier, I would receive more in the long run. I need the money earlier.                       ",I need the money earlier.,3,need money earlier,66.0,0.0,0.0,4.0,42500,19.0,5.0,10000,0.0,Republic,1.0,2.0,5.0,white
1.0,62.0,1080443129.0,more money  working longer with benifits no more they say you can never make up the benefits  unless  you live a very long time neede the benifits as I was not working my husband is older adn he was on SS so it was a necesitty                    ,more money ,6,money,65.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Republic,1.0,4.0,5.0,white
1.0,62.0,1080443129.0,more money  working longer with benifits no more they say you can never make up the benefits  unless  you live a very long time neede the benifits as I was not working my husband is older adn he was on SS so it was a necesitty                    ,working longer with benifits,6,work longer benifit,65.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Republic,1.0,4.0,5.0,white
1.0,62.0,1080443129.0,more money  working longer with benifits no more they say you can never make up the benefits  unless  you live a very long time neede the benifits as I was not working my husband is older adn he was on SS so it was a necesitty                    ,no more,6,no,65.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Republic,1.0,4.0,5.0,white
1.0,62.0,1080443129.0,more money  working longer with benifits no more they say you can never make up the benefits  unless  you live a very long time neede the benifits as I was not working my husband is older adn he was on SS so it was a necesitty                    ,they say you can never make up the benefits  unless  you live a very long time,6,say never make benefit unless live veri long time,65.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Republic,1.0,4.0,5.0,white
1.0,62.0,1080443129.0,more money  working longer with benifits no more they say you can never make up the benefits  unless  you live a very long time neede the benifits as I was not working my husband is older adn he was on SS so it was a necesitty                    ,neede the benifits as I was not working,6,need benifit not work,65.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Republic,1.0,4.0,5.0,white
1.0,62.0,1080443129.0,more money  working longer with benifits no more they say you can never make up the benefits  unless  you live a very long time neede the benifits as I was not working my husband is older adn he was on SS so it was a necesitty                    ,my husband is older adn he was on SS so it was a necesitty,6,husband older ss,65.0,1.0,1.0,2.0,42500,12.0,4.0,10000,0.0,Republic,1.0,4.0,5.0,white
1.0,62.0,1080529924.0,get more money get money now don't know how long you will live need money now                      ,get more money,4,get money,61.0,1.0,1.0,1.0,75000,12.0,2.0,17500,1.0,Independ,0.0,3.0,7.0,white
1.0,62.0,1080529924.0,get more money get money now don't know how long you will live need money now                      ,get money now,4,get money,61.0,1.0,1.0,1.0,75000,12.0,2.0,17500,1.0,Independ,0.0,3.0,7.0,white
1.0,62.0,1080529924.0,get more money get money now don't know how long you will live need money now                      ,don't know how long you will live,4,not know long live,61.0,1.0,1.0,1.0,75000,12.0,2.0,17500,1.0,Independ,0.0,3.0,7.0,white
1.0,62.0,1080529924.0,get more money get money now don't know how long you will live need money now                      ,need money now,4,need money,61.0,1.0,1.0,1.0,75000,12.0,2.0,17500,1.0,Independ,0.0,3.0,7.0,white
1.0,62.0,1081142012.0,you would get a lot more money to make sure it is still their for you  spend more time with family                       ,you would get a lot more money,3,get lot money,55.0,0.0,1.0,2.0,75000,12.0,3.0,10000,0.0,Republic,0.0,2.0,3.0,white
1.0,62.0,1081142012.0,you would get a lot more money to make sure it is still their for you  spend more time with family                       ,to make sure it is still their for you ,3,make sure still,55.0,0.0,1.0,2.0,75000,12.0,3.0,10000,0.0,Republic,0.0,2.0,3.0,white
1.0,62.0,1081142012.0,you would get a lot more money to make sure it is still their for you  spend more time with family                       ,spend more time with family,3,spend time famili,55.0,0.0,1.0,2.0,75000,12.0,3.0,10000,0.0,Republic,0.0,2.0,3.0,white
0.0,62.0,1081366939.0,I think based on the current economy we will need my social security income early. It's the here and now that's important to us. That's all folks more money monthly no other thoughts                     ,I think based on the current economy we will need my social security income early.,5,think base current economi need social secur incom earli,57.0,1.0,1.0,0.0,27500,12.0,2.0,10000,0.0,Other,0.0,2.0,6.0,white
0.0,62.0,1081366939.0,I think based on the current economy we will need my social security income early. It's the here and now that's important to us. That's all folks more money monthly no other thoughts                     ,It's the here and now that's important to us.,5,import us,57.0,1.0,1.0,0.0,27500,12.0,2.0,10000,0.0,Other,0.0,2.0,6.0,white
0.0,62.0,1081366939.0,I think based on the current economy we will need my social security income early. It's the here and now that's important to us. That's all folks more money monthly no other thoughts                     ,That's all folks,5,,57.0,1.0,1.0,0.0,27500,12.0,2.0,10000,0.0,Other,0.0,2.0,6.0,white
0.0,62.0,1081366939.0,I think based on the current economy we will need my social security income early. It's the here and now that's important to us. That's all folks more money monthly no other thoughts                     ,more money monthly,5,money month,57.0,1.0,1.0,0.0,27500,12.0,2.0,10000,0.0,Other,0.0,2.0,6.0,white
0.0,62.0,1081366939.0,I think based on the current economy we will need my social security income early. It's the here and now that's important to us. That's all folks more money monthly no other thoughts                     ,no other thoughts,5,no thought,57.0,1.0,1.0,0.0,27500,12.0,2.0,10000,0.0,Other,0.0,2.0,6.0,white
1.0,67.0,1081448111.0,it would be good to receive the full or increased benefit amount at full retirement age. the ability to continue working and collecting a paycheck until its time to receive full retirement benefits the inability to maintain regular employment for income. to receive suplemental income while continuing to work part-time                      ,it would be good to receive the full or increased benefit amount at full retirement age.,4,good receiv full increas benefit amount full retir age,48.0,1.0,1.0,2.0,75000,14.0,3.0,10000,1.0,Republic,0.0,3.0,5.0,white
1.0,67.0,1081448111.0,it would be good to receive the full or increased benefit amount at full retirement age. the ability to continue working and collecting a paycheck until its time to receive full retirement benefits the inability to maintain regular employment for income. to receive suplemental income while continuing to work part-time                      ,the ability to continue working and collecting a paycheck until its time to receive full retirement benefits,4,abil continu work collect time receiv full retir benefit,48.0,1.0,1.0,2.0,75000,14.0,3.0,10000,1.0,Republic,0.0,3.0,5.0,white
1.0,67.0,1081448111.0,it would be good to receive the full or increased benefit amount at full retirement age. the ability to continue working and collecting a paycheck until its time to receive full retirement benefits the inability to maintain regular employment for income. to receive suplemental income while continuing to work part-time                      ,the inability to maintain regular employment for income.,4,maintain regular employ incom,48.0,1.0,1.0,2.0,75000,14.0,3.0,10000,1.0,Republic,0.0,3.0,5.0,white
1.0,67.0,1081448111.0,it would be good to receive the full or increased benefit amount at full retirement age. the ability to continue working and collecting a paycheck until its time to receive full retirement benefits the inability to maintain regular employment for income. to receive suplemental income while continuing to work part-time                      ,to receive suplemental income while continuing to work part-time,4,receiv incom continu work part time,48.0,1.0,1.0,2.0,75000,14.0,3.0,10000,1.0,Republic,0.0,3.0,5.0,white
1.0,62.0,1082008649.0,"By waiting until you reach full retirement age or later, you would receive more money each month. Over time, it would amount to quite a lot of money Retiring early is a good thing if you can get along with less money. You can enjoy your retirement while still young enough to do things such as travel.                      ","By waiting until you reach full retirement age or later, you would receive more money each month.",4,wait reach full retir age later receiv money month,69.0,1.0,1.0,3.0,42500,12.0,6.0,375000,0.0,Democrat,1.0,3.0,6.0,white
1.0,62.0,1082008649.0,"By waiting until you reach full retirement age or later, you would receive more money each month. Over time, it would amount to quite a lot of money Retiring early is a good thing if you can get along with less money. You can enjoy your retirement while still young enough to do things such as travel.                      ","Over time, it would amount to quite a lot of money",4,time amount quit lot money,69.0,1.0,1.0,3.0,42500,12.0,6.0,375000,0.0,Democrat,1.0,3.0,6.0,white
1.0,62.0,1082008649.0,"By waiting until you reach full retirement age or later, you would receive more money each month. Over time, it would amount to quite a lot of money Retiring early is a good thing if you can get along with less money. You can enjoy your retirement while still young enough to do things such as travel.                      ",Retiring early is a good thing if you can get along with less money.,4,retir earli good thing get less money,69.0,1.0,1.0,3.0,42500,12.0,6.0,375000,0.0,Democrat,1.0,3.0,6.0,white
1.0,62.0,1082008649.0,"By waiting until you reach full retirement age or later, you would receive more money each month. Over time, it would amount to quite a lot of money Retiring early is a good thing if you can get along with less money. You can enjoy your retirement while still young enough to do things such as travel.                      ",You can enjoy your retirement while still young enough to do things such as travel.,4,enjoy retir still young enough thing travel,69.0,1.0,1.0,3.0,42500,12.0,6.0,375000,0.0,Democrat,1.0,3.0,6.0,white
1.0,70.0,1083767783.0,work longer and get more benefits disability or unable to find work                        ,work longer and get more benefits,2,work longer get benefit,67.0,0.0,1.0,12.0,15000,14.0,2.0,10000,0.0,Other,1.0,3.0,6.0,black
1.0,70.0,1083767783.0,work longer and get more benefits disability or unable to find work                        ,disability or unable to find work,2,disabl unabl find work,67.0,0.0,1.0,12.0,15000,14.0,2.0,10000,0.0,Other,1.0,3.0,6.0,black
1.0,65.0,1084194278.0,more income monthly continued higher monthly income may not live longer doesn't take that many years to average out same higher amount would supplement income while still able to work                     ,more income monthly,5,incom month,58.0,1.0,1.0,1.0,42500,12.0,2.0,10000,1.0,Republic,0.0,4.0,7.0,white
1.0,65.0,1084194278.0,more income monthly continued higher monthly income may not live longer doesn't take that many years to average out same higher amount would supplement income while still able to work                     ,continued higher monthly income,5,continu higher month incom,58.0,1.0,1.0,1.0,42500,12.0,2.0,10000,1.0,Republic,0.0,4.0,7.0,white
1.0,65.0,1084194278.0,more income monthly continued higher monthly income may not live longer doesn't take that many years to average out same higher amount would supplement income while still able to work                     ,may not live longer,5,may not live longer,58.0,1.0,1.0,1.0,42500,12.0,2.0,10000,1.0,Republic,0.0,4.0,7.0,white
1.0,65.0,1084194278.0,more income monthly continued higher monthly income may not live longer doesn't take that many years to average out same higher amount would supplement income while still able to work                     ,doesn't take that many years to average out same higher amount,5,not take mani year higher amount,58.0,1.0,1.0,1.0,42500,12.0,2.0,10000,1.0,Republic,0.0,4.0,7.0,white
1.0,65.0,1084194278.0,more income monthly continued higher monthly income may not live longer doesn't take that many years to average out same higher amount would supplement income while still able to work                     ,would supplement income while still able to work,5,supplement incom still abl work,58.0,1.0,1.0,1.0,42500,12.0,2.0,10000,1.0,Republic,0.0,4.0,7.0,white
1.0,62.0,1084438228.0,increased monthly allotments to finish working sooner have many things you want to do before age prevents you from accomplishing them not certain of the availability of future benefits due to the state of current management of system possibility of inheritance to help later                     ,increased monthly allotments,5,increas month,57.0,0.0,0.0,4.0,,16.0,4.0,,0.0,Republic,0.0,2.0,3.0,white
1.0,62.0,1084438228.0,increased monthly allotments to finish working sooner have many things you want to do before age prevents you from accomplishing them not certain of the availability of future benefits due to the state of current management of system possibility of inheritance to help later                     ,to finish working sooner,5,work sooner,57.0,0.0,0.0,4.0,,16.0,4.0,,0.0,Republic,0.0,2.0,3.0,white
1.0,62.0,1084438228.0,increased monthly allotments to finish working sooner have many things you want to do before age prevents you from accomplishing them not certain of the availability of future benefits due to the state of current management of system possibility of inheritance to help later                     ,have many things you want to do before age prevents you from accomplishing them,5,mani thing want age prevent,57.0,0.0,0.0,4.0,,16.0,4.0,,0.0,Republic,0.0,2.0,3.0,white
1.0,62.0,1084438228.0,increased monthly allotments to finish working sooner have many things you want to do before age prevents you from accomplishing them not certain of the availability of future benefits due to the state of current management of system possibility of inheritance to help later                     ,not certain of the availability of future benefits due to the state of current management of system,5,not certain avail futur benefit due state current system,57.0,0.0,0.0,4.0,,16.0,4.0,,0.0,Republic,0.0,2.0,3.0,white
1.0,62.0,1084438228.0,increased monthly allotments to finish working sooner have many things you want to do before age prevents you from accomplishing them not certain of the availability of future benefits due to the state of current management of system possibility of inheritance to help later                     ,possibility of inheritance to help later,5,possibl help later,57.0,0.0,0.0,4.0,,16.0,4.0,,0.0,Republic,0.0,2.0,3.0,white
1.0,62.0,1084644455.0,"Receiving benefits later for those who are working to a later age meants higher income when they do receive benefits For those whose present monthly income is less than they would receive if they started to receive benefits early it would be a help. For those who are concerned that the funds to pay benefits may cease to be available, getting them while available may be reasonable. If your health is not good and they believe they may not live to age 65, increasing your income and drawing benefits while you can is wise.                      ",Receiving benefits later for those who are working to a later age meants higher income when they do receive benefits,4,receiv benefit later work later age higher incom receiv benefit,58.0,1.0,0.0,1.0,27500,16.0,3.0,37500,0.0,Other,0.0,3.0,1.0,black
1.0,62.0,1084644455.0,"Receiving benefits later for those who are working to a later age meants higher income when they do receive benefits For those whose present monthly income is less than they would receive if they started to receive benefits early it would be a help. For those who are concerned that the funds to pay benefits may cease to be available, getting them while available may be reasonable. If your health is not good and they believe they may not live to age 65, increasing your income and drawing benefits while you can is wise.                      ",For those whose present monthly income is less than they would receive if they started to receive benefits early it would be a help.,4,present month incom less receiv start receiv benefit earli help,58.0,1.0,0.0,1.0,27500,16.0,3.0,37500,0.0,Other,0.0,3.0,1.0,black
1.0,62.0,1084644455.0,"Receiving benefits later for those who are working to a later age meants higher income when they do receive benefits For those whose present monthly income is less than they would receive if they started to receive benefits early it would be a help. For those who are concerned that the funds to pay benefits may cease to be available, getting them while available may be reasonable. If your health is not good and they believe they may not live to age 65, increasing your income and drawing benefits while you can is wise.                      ","For those who are concerned that the funds to pay benefits may cease to be available, getting them while available may be reasonable.",4,fund pay benefit may avail get avail may reason,58.0,1.0,0.0,1.0,27500,16.0,3.0,37500,0.0,Other,0.0,3.0,1.0,black
1.0,62.0,1084644455.0,"Receiving benefits later for those who are working to a later age meants higher income when they do receive benefits For those whose present monthly income is less than they would receive if they started to receive benefits early it would be a help. For those who are concerned that the funds to pay benefits may cease to be available, getting them while available may be reasonable. If your health is not good and they believe they may not live to age 65, increasing your income and drawing benefits while you can is wise.                      ","If your health is not good and they believe they may not live to age 65, increasing your income and drawing benefits while you can is wise.",4,health not good may not live age 65 increas incom draw benefit wise,58.0,1.0,0.0,1.0,27500,16.0,3.0,37500,0.0,Other,0.0,3.0,1.0,black
1.0,62.0,1084687082.0,I am already receiving Social Security Benefits I am already receiving Social Security Benefits.                        ,I am already receiving Social Security Benefits,2,alreadi receiv social secur benefit,69.0,0.0,1.0,6.0,75000,16.0,3.0,37500,0.0,Independ,1.0,3.0,2.0,white
1.0,62.0,1084687082.0,I am already receiving Social Security Benefits I am already receiving Social Security Benefits.                        ,I am already receiving Social Security Benefits.,2,alreadi receiv social secur benefit,69.0,0.0,1.0,6.0,75000,16.0,3.0,37500,0.0,Independ,1.0,3.0,2.0,white
1.0,68.0,1087436825.0,"My benefit would be greater each month if I wait another year to receive it.  The proportion would greater from 66 to 68 than it would be from 66 to 67. My husband is not planning to retire any time soon, so I would like to wait until he retires before I start collecting social security benefits.   It does not seem to be of any great benefit to me to wait until after age 68 to begin receiving social security benefits. I could die earlier than I think I will, so it would be advantageous to collect the benefits early while I can. I could put the amount of the benefit in a growth fund and have more to use later when I really need it. I could begin to save for my granddaughters college expenses earlier.                    ",My benefit would be greater each month if I wait another year to receive it.  The proportion would greater from 66 to 68 than it would be from 66 to 67.,6,benefit greater month wait anoth year receiv greater 66 68 66 67,61.0,1.0,1.0,3.0,150000,16.0,6.0,875000,0.0,Independ,0.0,4.0,3.0,white
1.0,68.0,1087436825.0,"My benefit would be greater each month if I wait another year to receive it.  The proportion would greater from 66 to 68 than it would be from 66 to 67. My husband is not planning to retire any time soon, so I would like to wait until he retires before I start collecting social security benefits.   It does not seem to be of any great benefit to me to wait until after age 68 to begin receiving social security benefits. I could die earlier than I think I will, so it would be advantageous to collect the benefits early while I can. I could put the amount of the benefit in a growth fund and have more to use later when I really need it. I could begin to save for my granddaughters college expenses earlier.                    ","My husband is not planning to retire any time soon, so I would like to wait until he retires before I start collecting social security benefits.  ",6,husband not plan retir time soon like wait retir start collect social secur benefit,61.0,1.0,1.0,3.0,150000,16.0,6.0,875000,0.0,Independ,0.0,4.0,3.0,white
1.0,68.0,1087436825.0,"My benefit would be greater each month if I wait another year to receive it.  The proportion would greater from 66 to 68 than it would be from 66 to 67. My husband is not planning to retire any time soon, so I would like to wait until he retires before I start collecting social security benefits.   It does not seem to be of any great benefit to me to wait until after age 68 to begin receiving social security benefits. I could die earlier than I think I will, so it would be advantageous to collect the benefits early while I can. I could put the amount of the benefit in a growth fund and have more to use later when I really need it. I could begin to save for my granddaughters college expenses earlier.                    ",It does not seem to be of any great benefit to me to wait until after age 68 to begin receiving social security benefits.,6,not great benefit wait age 68 begin receiv social secur benefit,61.0,1.0,1.0,3.0,150000,16.0,6.0,875000,0.0,Independ,0.0,4.0,3.0,white
1.0,68.0,1087436825.0,"My benefit would be greater each month if I wait another year to receive it.  The proportion would greater from 66 to 68 than it would be from 66 to 67. My husband is not planning to retire any time soon, so I would like to wait until he retires before I start collecting social security benefits.   It does not seem to be of any great benefit to me to wait until after age 68 to begin receiving social security benefits. I could die earlier than I think I will, so it would be advantageous to collect the benefits early while I can. I could put the amount of the benefit in a growth fund and have more to use later when I really need it. I could begin to save for my granddaughters college expenses earlier.                    ","I could die earlier than I think I will, so it would be advantageous to collect the benefits early while I can.",6,could die earlier think advantag collect benefit earli,61.0,1.0,1.0,3.0,150000,16.0,6.0,875000,0.0,Independ,0.0,4.0,3.0,white
